RUT,Nombre de la Sociedad,Código SAP,RUT dueño,Nombre Dueño,Clasificación de Dueño,Unidad de Negocio de la sociedad,Asociada,Contabilidad,Gerente General,Moneda Funcional,Giro,Dirección,País,Fecha de Constitución,Acciones Emitidas,Acciones Invertidas,RUT Matriz,Porcentaje,Clasificacion de Matriz,Empresa
77.009.559-K,Inmobiliaria Borde Blanco SpA,1310,,,,Asociaciones Rentas y Desarrollo Inmobiliario,SI,Interna,Augusto Coello Lizana,CL$,Inmobiliaria y Sociedad de Inversiones,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,25-04-2019,N/A ,N/A ,76611474-1,50,Minoritario,Inmob. e Inv. Boston SpA (Externo)
77.009.559-K,Inmobiliaria Borde Blanco SpA,1310,,,,Asociaciones Rentas y Desarrollo Inmobiliario,SI,Interna,N/A,CL$,Inmobiliaria y Sociedad de Inversiones,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,25-04-2019,N/A ,N/A ,96.951.850-3,50,Mayoritario,Rentas y Desarrollo Aconcagua S.A.
77.023.347-K,Inmobiliaria Parque Quilicura S.p.A.,1337,,,,Asociaciones Aconcagua,SI,Externa,Matías Stamm Moreno,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmuebles",0,Chile,01-03-2019,N/A ,N/A ,96.584.230-6,50,Mayoritario,Inmobiliaria Monte Aconcagua S.A.
77.023.347-K,Inmobiliaria Parque Quilicura S.p.A.,1337,,,,Asociaciones Aconcagua,SI,Externa,Juan Manuel Irarrázaval Mena,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmuebles",0,Chile,01-03-2019,N/A ,N/A ,Externo,50,Minoritario,Inm. Todos Los Santos S.A. (Externo)
77.035.578-8,Inmobiliaria Alto Lo Cañas SpA,1311,,,,Asociaciones Aconcagua,SI,Interna,Matías Stamm Moreno,CL$,Inmobiliaria e Inversiones,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,N/A ,N/A ,77085680-9,50,Minoritario,Inversiones y Asesorias H Y C S.A.
77.035.578-8,Inmobiliaria Alto Lo Cañas SpA,1311,,,,Asociaciones Aconcagua,SI,Interna,Matías Stamm Moreno,CL$,Inmobiliaria e Inversiones,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,N/A ,N/A ,96.584.230-6,50,Mayoritario,Inmobiliaria Monte Aconcagua S.A.
77.057.383-1,Consorcio Salfa Fe Grande S.A.,1312,,,,ICSA,NO,Interna,Rafael Valdes Gonzalez,CL$,Constr. Obras Públicas. en Gral. Mov. Tierra Prod. Min. Extra. Piedra He,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,20-08-2019,,,83.109.000-6,50,Mitad - Minoritario,Empresa Constructora Fe Grande S.A.
77.057.383-1,Consorcio Salfa Fe Grande S.A.,1312,,,,ICSA,NO,Interna,Edilio Dagnino Macari,CL$,Constr. Obras Públicas. en Gral. Mov. Tierra Prod. Min. Extra. Piedra He,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,20-08-2019,,,96.684.600-3,50,Mitad - Mayoritario,Empresa de Montajes Industriales Salfa Sociedad Anónima
77.060.449-4,Inmobiliaria Gaspar Villarroel SpA,1313,,,,Asociaciones Aconcagua,SI,Interna,Matías Stamm Moreno,CL$,Inmobiliaria Soc de Inversiones y Act de Asesoramiento,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,01-08-2019,N/A ,N/A ,77085680-9,50,Minoritario,Inversiones y Asesorias H Y C S.A.
77.060.449-4,Inmobiliaria Gaspar Villarroel SpA,1313,,,,Asociaciones Aconcagua,SI,Interna,Matías Stamm Moreno,CL$,Inmobiliaria Soc de Inversiones y Act de Asesoramiento,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,01-08-2019,N/A ,N/A ,96.584.230-6,50,Mayoritario,Inmobiliaria Monte Aconcagua S.A.
77.063.310-9,Agrícola y Forestal Penitente Limitada,1071,,,,ICSA,NO,Interna,Guillermo Salinas Errázuriz,CL$,Arriendo de Bienes Inmuebles (Excepto Amoblados),"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,22-09-1997,,,93.659.000-4,"96,29",Mayoritario,Constructora Salfa S.A.
77.063.310-9,Agrícola y Forestal Penitente Limitada,1071,,,,ICSA,NO,Interna,Juan Manuel Irarrázaval Mena,CL$,Arriendo de Bienes Inmuebles (Excepto Amoblados),"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,22-09-1997,,,Externo,"3,71",Minoritario,(Externo)
77.092.722-6,Importadora y Comercial Salfa SpA,1314,,,,ICSA,NO,Interna,Alfonso Mancilla Avendaño,CL$,Vta de Materiales de Construcción Ferretería y Vehículos,"Enrique Abello 01476 Mzg , Punta Arenas",Chile,11-11-2019,,,96.954.630-2,100,Mayoritario,SalfaCorp Comercial S.A.
77.101.663-4,Inmobiliaria Nueva Uno SpA,1326,,,,Asociaciones Aconcagua,SI,Interna,Matías Stamm Moreno,CL$,Inmobiliaria e Inversiones,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,02-12-2019,N/A ,N/A ,76258183-3,50,Minoritario,Alcala SpA
77.101.663-4,Inmobiliaria Nueva Uno SpA,1326,,,,Asociaciones Aconcagua,SI,Interna,Matías Stamm Moreno,CL$,Inmobiliaria e Inversiones,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,02-12-2019,N/A ,N/A ,96.584.230-6,50,Mayoritario,Inmobiliaria Monte Aconcagua S.A.
77.112.779-7,Salfa Servicios SpA,1327,,,,ICSA,NO,Interna,Gonzalo Mardones Pantoja,CL$,"Prestación de Ss de Ingeniería, Mantención de Redes y Equipos Telecom","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,10-01-2020,,,76.929.210-1,100,Mayoritario,Empresa de Mantenciones y Servicios
77.116.458-7,Concremag Hotel Puerto Williams SpA,1329,,,,Asociaciones ICSA,SI,Interna,Pablo Aromando Reinmmoller,CL$,Actividades de Hoteles y Suministro de Comidas,Ohiggins #217 Centro Comuna Cabo de Hornos Ciudad Puerto Williams,Chile,26-12-2019,,,76.301.094-5,100,Mayoritario,Concremag S.A.
77.119.795-7,Concremag Tierra del Fuego SpA,1330,,,,Asociaciones ICSA,SI,Interna,Pablo Aromando Reinmmoller,CL$,Extracción de Piedra Arena y Arcilla Elaboración Hormigones y Mortero,Parcela 37 38 y 40 #37 Loteo Ruze Comuna Porvenir Ciudad Porvenir,Chile,26-12-2019,,,76.301.094-5,100,Mayoritario,Concremag S.A.
77.207.210-4,Constructora Tecsa Con-pax S.A.,1177,,,,ICSA,NO,Interna,Juan Carlos Jara Infante,CL$,Est Ejec y Const de o Civ. Prest Ss y Ases Desar de Proyectos en la Ing,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,,,91.300.000-5,100,Mayoritario,Empresa Constructora Tecsa S.A.
77.270.515-8,Inmobiliaria Franklin SpA,1338,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,Inmobiliaria e Inversiones,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,04-11-2020,N/A ,N/A ,96.584.230-6,100,Mayoritario,Inmobiliaria Monte Aconcagua S.A.
77.367.636-4,Inmobiliaria Parque Torreones 4 SpA,1341,,,,Asociaciones Aconcagua,SI,Externa,Matías Stamm Moreno,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmuebles",0,Chile,10-12-2020,N/A ,N/A ,96.584.230-6,"33,33",Minoritario,Inmobiliaria Monte Aconcagua S.A.
77.367.636-4,Inmobiliaria Parque Torreones 4 SpA,1341,,,,Asociaciones Aconcagua,SI,Externa,Juan Manuel Irarrázaval Mena,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmuebles",0,Chile,10-12-2020,N/A ,N/A ,Externo,"33,33",,Consorcio Nac. de Seguros S.A. (Externo)
77.367.636-4,Inmobiliaria Parque Torreones 4 SpA,1341,,,,Asociaciones Aconcagua,SI,Externa,Juan Manuel Irarrázaval Mena,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmuebles",0,Chile,10-12-2020,N/A ,N/A ,Externo,"33,33",Mayoritario,Inmobiliaria Todos Los Santos S.A. (Externo)
77.371.816-4,Fondo de Inversión Privado Aconcagua - Confuturo I,1347,,,,Asociaciones Rentas y Desarrollo Inmobiliario,SI,Externa,N/A,CL$,0,0,Chile,,N/A ,N/A ,96.951.850-3,50,Mayoritario,Rentas y Desarrollo Aconcagua S.A.
77.371.816-4,Fondo de Inversión Privado Aconcagua - Confuturo I,1347,,,,Asociaciones Rentas y Desarrollo Inmobiliario,SI,Externa,Juan Manuel Irarrázaval Mena,CL$,0,0,Chile,,N/A ,N/A ,Externo,50,Minoritario,Compañía de Seguros Confuturo S.A. (Externo)
77.374.989-2,Rentas Miraflores SpA,1342,,,,Asociaciones Rentas y Desarrollo Inmobiliario,SI,Revisar,Augusto Coello Lizana,CL$,Sin Información,Sin Información,Chile,28-04-2021,N/A ,N/A ,77.447.468-4,85,Mayoritario,Fondo de Inversión Privado Aconcagua - Confuturo II
77.374.989-2,Rentas Miraflores SpA,1342,,,,Asociaciones Rentas y Desarrollo Inmobiliario,SI,Revisar,N/A,CL$,Sin Información,Sin Información,Chile,28-04-2021,N/A ,N/A ,,15,Minoritario,Lunia Miraflores SpA (Externo)
77.374.991-4,Rentas El Ulmo SpA,1343,,,,Asociaciones Rentas y Desarrollo Inmobiliario,SI,Revisar,Augusto Coello Lizana,CL$,Sin Información,Sin Información,Chile,28-04-2021,N/A ,N/A ,77.371.816-4,100,Mayoritario,Fondo de Inversión Privado Aconcagua - Confuturo I
77.374.995-7,Inmobiliaria Las Higueras SpA ,1344,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,Inmobiliaria e Inversiones,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,28-04-2021,N/A ,N/A ,96.584.230-6,100,Mayoritario,Inmobiliaria Monte Aconcagua S.A.
77.379.325-5,Inmobiliaria Parque Undurraga 2 SpA,1345,,,,Asociaciones Aconcagua,SI,Externa,Matías Stamm Moreno,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmuebles",0,Chile,28-04-2021,N/A ,N/A ,96.584.230-6,50,Mayoritario,Inmobiliaria Monte Aconcagua S.A.
77.379.325-5,Inmobiliaria Parque Undurraga 2 SpA,1345,,,,Asociaciones Aconcagua,SI,Externa,Juan Manuel Irarrázaval Mena,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmuebles",0,Chile,28-04-2021,N/A ,N/A ,Externo,50,Minoritario,Inm. Todos Los Santos S.A. (Externo)
77.379.329-8,Inmobiliaria Parque Undurraga 3 SpA,1346,,,,Asociaciones Aconcagua,SI,Externa,Matías Stamm Moreno,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmuebles",0,Chile,28-04-2021,N/A ,N/A ,96.584.230-6,50,Mayoritario,Inmobiliaria Monte Aconcagua S.A.
77.379.329-8,Inmobiliaria Parque Undurraga 3 SpA,1346,,,,Asociaciones Aconcagua,SI,Externa,Juan Manuel Irarrázaval Mena,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmuebles",0,Chile,28-04-2021,N/A ,N/A ,Externo,50,Minoritario,Inm. Todos Los Santos S.A. (Externo)
77.447.468-4,Fondo de Inversión Privado Aconcagua - Confuturo II,1350,,,,Asociaciones Rentas y Desarrollo Inmobiliario,SI,Externa,N/A,CL$,0,0,Chile,30-08-2021,N/A ,N/A ,96.951.850-3,50,Mayoritario,Rentas y Desarrollo Aconcagua S.A.
77.447.468-4,Fondo de Inversión Privado Aconcagua - Confuturo II,1350,,,,Asociaciones Rentas y Desarrollo Inmobiliario,SI,Externa,Juan Manuel Irarrázaval Mena,CL$,0,0,Chile,30-08-2021,N/A ,N/A ,Externo,50,Minoritario,Compañía de Seguros Confuturo S.A. (Externo)
77.460.341-7,Rentas Brisas Norte SpA,1349,,,,Asociaciones Rentas y Desarrollo Inmobiliario,SI,Interna,N/A,CL$,Inmobiliaria e Inversiones,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,23-08-2021,N/A ,N/A ,96.951.850-3,50,Mayoritario,Rentas y Desarrollo Aconcagua S.A.
77.460.341-7,Rentas Brisas Norte SpA,1349,,,,Asociaciones Rentas y Desarrollo Inmobiliario,SI,Interna,Juan Manuel Irarrázaval Mena,CL$,Inmobiliaria e Inversiones,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,23-08-2021,N/A ,N/A ,Externo,50,Minoritario,Inmobiliaria Todos Los Santos S.A. (Externo)
77.460.349-2,Rentas Lo Marcoleta SpA,1348,,,,Asociaciones Rentas y Desarrollo Inmobiliario,SI,Interna,N/A,CL$,Inmobiliaria e Inversiones,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,23-08-2021,N/A ,N/A ,96.951.850-3,50,Mayoritario,Rentas y Desarrollo Aconcagua S.A.
77.460.349-2,Rentas Lo Marcoleta SpA,1348,,,,Asociaciones Rentas y Desarrollo Inmobiliario,SI,Interna,Juan Manuel Irarrázaval Mena,CL$,Inmobiliaria e Inversiones,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,23-08-2021,N/A ,N/A ,Externo,50,Minoritario,Inmobiliaria Todos Los Santos S.A. (Externo)
77.493.650-5,Salfa Internacional Ltda.,1066,,,,ICSA,NO,Interna,Cristóbal Bascuñan Illanes,CL$,Sociedad de Inversiones y Rentista de Capitales Mobiliarios,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,31-07-2000,,,99.506.950-4,1,Minoritario,Salfa Gestión S.A.
77.493.650-5,Salfa Internacional Ltda.,1066,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,Sociedad de Inversiones y Rentista de Capitales Mobiliarios,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,31-07-2000,,,99.563.590-9,99,Mayoritario,Salfa Ingeniería y Construcción S.A.
77.498.204-3,Salfa Inversiones Internacionales S.A.,1351,,,,Asociaciones ICSA,SI,Revisar,Rodrigo Hubner Grasso,CL$,Sociedad de Inversiones y Rentista de Capitales Mobiliarios,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,22-10-2021,,,76.730.450-1,1,Minoritario,Salfa Gestión Ingeniería S.A.
77.498.204-3,Salfa Inversiones Internacionales S.A.,1351,,,,Asociaciones ICSA,SI,Revisar,Edilio Dagnino Macari,CL$,Sociedad de Inversiones y Rentista de Capitales Mobiliarios,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,22-10-2021,,,96.684.600-3,99,Mayoritario,Empresa de Montajes Industriales Salfa Sociedad Anónima
77.558.130-1,Aconcagua Gestión Inmobiliaria S.A.,1088,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,Soc de Invers y Activid de Ases. Empresarial y en Materia de Gestión,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,N/A ,N/A ,96.973.290-4,"99,9983",Mayoritario,Inmobiliaria Aconcagua S.A.
77.558.130-1,Aconcagua Gestión Inmobiliaria S.A.,1088,,,,Aconcagua,NO,Interna,Cristóbal Bascuñan Illanes,CL$,Soc de Invers y Activid de Ases. Empresarial y en Materia de Gestión,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,N/A ,N/A ,99.506.950-4,"0,0017",Minoritario,Salfa Gestión S.A.
77.642.820-5,Constructora Propuerto Ltda.,1139,,,,ICSA,NO,Interna,Edilio Dagnino Macari,CL$,"Estudio, Asesora, en Contr, Venta y Exportación Materiales de Construcci","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,29-06-2001,,,96.684.600-3,50,Mitad - Minoritario,Empresa de Montajes Industriales Salfa Sociedad Anónima
77.642.820-5,Constructora Propuerto Ltda.,1139,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,"Estudio, Asesora, en Contr, Venta y Exportación Materiales de Construcci","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,29-06-2001,,,99.563.590-9,50,Mitad - Mayoritario,Salfa Ingeniería y Construcción S.A.
77.815.400-5,Inmobiliaria Las Gaviotas Limitada,1053,,,,Aconcagua,NO,Interna,N/A,CL$,Arriendo y Administración de Bienes Inmuebles,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,12-08-2002,N/A ,N/A ,96.823.220-7,"99,8",Mayoritario,Inmobiliaria Geosal S.A.
77.815.400-5,Inmobiliaria Las Gaviotas Limitada,1053,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,Arriendo y Administración de Bienes Inmuebles,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,12-08-2002,N/A ,N/A ,96.973.290-4,"0,2",Minoritario,Inmobiliaria Aconcagua S.A.
78.601.600-2,Constructora Coraceros Ltda.,1171,,,,ICSA,NO,Interna,Juan Carlos Jara Infante,CL$,Arriendo de Bienes Inmuebles (Excepto Amoblados),"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,,,91.300.000-5,60,Mayoritario,Empresa Constructora Tecsa S.A.
78.601.600-2,Constructora Coraceros Ltda.,1171,,,,ICSA,NO,Interna,N/A,CL$,Arriendo de Bienes Inmuebles (Excepto Amoblados),"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,,,92247000-6,40,Minoritario,Empresa Constructora Delta S.A.
79.723.890-2,Icem S.A.,1162,,,,ICSA,NO,Interna,Matias Arteaga Correa,CL$,Estudio y Ejecución de Todo Tipo de Obras y Trabajos de Ingeniería,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,29-05-1987,,,78245900-7,10,Minoritario,Soc. de Inv. Queulat Ltda.
79.723.890-2,Icem S.A.,1162,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,Estudio y Ejecución de Todo Tipo de Obras y Trabajos de Ingeniería,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,29-05-1987,,,99.563.590-9,90,Mayoritario,Salfa Ingeniería y Construcción S.A.
79.851.120-3,Desarrollo Tecnológico Ingeniería S.A.,1111,,,,ICSA,NO,Interna,Juan Carlos Jara Infante,CL$,Servicios de Asesorías de Ingeniería,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,29-09-1988,,,77.493.650-5,99,Mayoritario,Salfa Internacional Ltda.
79.851.120-3,Desarrollo Tecnológico Ingeniería S.A.,1111,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,Servicios de Asesorías de Ingeniería,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,29-09-1988,,,99.563.590-9,1,Minoritario,Salfa Ingeniería y Construcción S.A.
83.109.000-6,Empresa Constructora Fe Grande S.A.,1169,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,"Cons. Obras. Publi. Gral. Mov. Tierra, Prod. Min, Extr Piedr, Arci, Alq Maq","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,21-12-1993,,,76.730.450-1,"0,0001",Minoritario,Salfa Gestión Ingeniería S.A.
83.109.000-6,Empresa Constructora Fe Grande S.A.,1169,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,"Cons. Obras. Publi. Gral. Mov. Tierra, Prod. Min, Extr Piedr, Arci, Alq Maq","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,21-12-1993,,,99.563.590-9,"99,9999",Mayoritario,Salfa Ingeniería y Construcción S.A.
86.856.700-7,Constructora Novatec S.A.,1115,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,"Construcción de Viviendas Sociales. de Edificios o Partes, Serv de Ing","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,06-06-1980,N/A ,N/A ,76.127.578-K,"99,9999",Mayoritario,Novatec S.A.
86.856.700-7,Constructora Novatec S.A.,1115,,,,Aconcagua,NO,Interna,Cristóbal Bascuñan Illanes,CL$,"Construcción de Viviendas Sociales. de Edificios o Partes, Serv de Ing","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,06-06-1980,N/A ,N/A ,99.506.950-4,"0,0001",Minoritario,Salfa Gestión S.A.
91.300.000-5,Empresa Constructora Tecsa S.A.,1160,,,,ICSA,NO,Interna,Juan Carlos Jara Infante,CL$,Construcción de Edificios Completos o Partes de Ellos,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,23-12-1947,,,76.033.830-3,"99,96",Mayoritario,Empresas Tecsa S.A.
91.300.000-5,Empresa Constructora Tecsa S.A.,1160,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,Construcción de Edificios Completos o Partes de Ellos,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,23-12-1947,,,76.730.450-1,"0,04",Minoritario,Salfa Gestión Ingeniería S.A.
93.659.000-4,Constructora Salfa S.A.,1008,,,,ICSA,NO,Interna,Cristóbal Bascuñan Illanes,CL$,Const y/o Inst de Obras no Clasificadas. Vta por Mayor Mat de Const,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,30-01-1976,,,99.506.950-4,"0,0005",Minoritario,Salfa Gestión S.A.
93.659.000-4,Constructora Salfa S.A.,1008,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,Const y/o Inst de Obras no Clasificadas. Vta por Mayor Mat de Const,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,30-01-1976,,,99.563.590-9,"99,9995",Mayoritario,Salfa Ingeniería y Construcción S.A.
96.536.460-9,Tecsa Equipos y Servicios S.A.,1166,,,,ICSA,NO,Interna,Juan Carlos Jara Infante,CL$,Arriendo Maquinarias y Equipos de Ingenierías y Construcción,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,15-06-1998,,,76.033.830-3,"99,9553",Mayoritario,Empresas Tecsa S.A.
96.536.460-9,Tecsa Equipos y Servicios S.A.,1166,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,Arriendo Maquinarias y Equipos de Ingenierías y Construcción,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,15-06-1998,,,76.730.450-1,"0,0447",Minoritario,Salfa Gestión Ingeniería S.A.
96.557.400-K,Geovita S.A.,1161,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,Servicios de Ingenieria Prestados a la Minería e Industria,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,03-07-1989,,,76.730.450-1,"0,0003",Minoritario,Salfa Gestión Ingeniería S.A.
96.557.400-K,Geovita S.A.,1161,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,Servicios de Ingenieria Prestados a la Minería e Industria,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,03-07-1989,,,99.563.590-9,"99,9997",Mayoritario,Salfa Ingeniería y Construcción S.A.
96.584.230-6,Inmobiliaria Monte Aconcagua S.A.,1117,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,"Sociedad de Inversión, Inmobiliaria, Act. de Asesoramiento y Gestión","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,N/A ,N/A ,77.558.130-1,"0,0002",Minoritario,Aconcagua Gestión Inmobiliaria S.A.
96.584.230-6,Inmobiliaria Monte Aconcagua S.A.,1117,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,"Sociedad de Inversión, Inmobiliaria, Act. de Asesoramiento y Gestión","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,N/A ,N/A ,96.973.290-4,"99,9998",Mayoritario,Inmobiliaria Aconcagua S.A.
96.610.790-1,Inmobiliaria Salfa Austral Limitada,1012,,,,ICSA,NO,Interna,Guillermo Salinas Errázuriz,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmuebles Propios o Arrend.","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,15-07-1991,,,93.659.000-4,99,Mayoritario,Constructora Salfa S.A.
96.610.790-1,Inmobiliaria Salfa Austral Limitada,1012,,,,ICSA,NO,Interna,Guillermo Salinas Errázuriz,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmuebles Propios o Arrend.","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,15-07-1991,,,96.885.880-7,1,Minoritario,SalfaCorp S.A.
96.660.680-0,Salfa Rentas Inmobiliarias S.A.,1014,,,,Corp,NO,Interna,Juan Manuel Irarrázaval Mena,CL$,Arrdo Inmueb Amobl y Activ de Ases Empr y en Materia de Gestión,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,15-07-1993,,,76.948.682-8,"0,5764",Minoritario,Salfa Gestión de Pagos SpA
96.660.680-0,Salfa Rentas Inmobiliarias S.A.,1014,,,,Corp,NO,Interna,Cristóbal Bascuñan Illanes,CL$,Arrdo Inmueb Amobl y Activ de Ases Empr y en Materia de Gestión,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,15-07-1993,,,99.506.950-4,"99,4236",Mayoritario,Salfa Gestión S.A.
96.684.600-3,Empresa de Montajes Industriales Salfa Sociedad Anonima,1001,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,"Construcción y/o Instal de Bienes Inms, Venta al Mayor de Mat de Construc","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,07-10-1993,,,76.730.450-1,"0,0645",Minoritario,Salfa Gestión Ingeniería S.A.
96.684.600-3,Empresa de Montajes Industriales Salfa Sociedad Anonima,1001,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,"Construcción y/o Instal de Bienes Inms, Venta al Mayor de Mat de Construc","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,07-10-1993,,,99.563.590-9,"99,9355",Mayoritario,Salfa Ingeniería y Construcción S.A.
96.796.170-1,Inmobiliaria Tierra del Sol S.A.,1074,,,,Rentas y Desarrollo Inmobiliario,NO,Interna,N/A,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmueb Propios o Arren","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,N/A ,N/A ,96.951.850-3,99,Mayoritario,Rentas y Desarrollo Aconcagua S.A.
96.796.170-1,Inmobiliaria Tierra del Sol S.A.,1074,,,,Rentas y Desarrollo Inmobiliario,NO,Interna,Matías Stamm Moreno,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmueb Propios o Arren","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,N/A ,N/A ,96.973.290-4,1,Minoritario,Inmobiliaria Aconcagua S.A.
96.798.700-K,Inmobiliaria El Bosque S.A.,1013,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmuebles Propios o Arrend.","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,10-12-1996,N/A ,N/A ,77.558.130-1,"0,0017",Minoritario,Aconcagua Gestiòn Inmobiliaria S.A.
